Centennial,CO,106883,108418,−1.42%,29.7,76.9,3650,1410,39.59°N 104.87°W
Edison,NJ,106836,107588,−0.70%,30.1,78.0,3574,1380,40.50°N 74.35°W
Boulder,CO,105898,108250,−2.17%,26.3,68.1,4116,1589,40.02°N 105.25°W
Dearborn,MI,105811,109976,−3.79%,24.2,62.7,4544,1754,42.31°N 83.21°W
Edinburg,TX,105799,100243,+5.54%,44.7,115.8,2243,866,26.32°N 98.16°W
Sandy Springs,GA,105793,108080,−2.12%,37.7,97.6,2867,1107,33.93°N 84.37°W
Green Bay,WI,105744,107395,−1.54%,45.5,117.8,2360,910,44.52°N 87.99°W
West Covina,CA,105617,109501,−3.55%,16.0,41.4,6844,2642,34.06°N 117.91°W
Brockton,MA,104890,105643,−0.71%,21.3,55.2,4960,1920,42.08°N 71.02°W
St. George,UT,104578,95342,+9.69%,78.5,203.3,1215,469,37.08°N 113.56°W
Bend,OR,104557,99178,+5.42%,33.6,87.0,2952,1140,44.06°N 121.31°W
Renton,WA,104491,106785,−2.15%,23.5,60.9,4544,1754,47.48°N 122.19°W
Lee's Summit,MO,104184,101108,+3.04%,63.9,165.5,1582,611,38.92°N 94.38°W
Fishers,IN,104094,98977,+5.17%,35.6,92.2,2780,1070,39.96°N 85.97°W
El Monte,CA,103794,109450,−5.17%,9.6,24.9,11401,4402,34.07°N 118.03°W
South Bend,IN,103395,103453,−0.06%,42.0,108.8,2463,951,41.68°N 86.27°W
Rialto,CA,103391,104026,−0.61%,24.1,62.4,4316,1666,34.12°N 117.39°W
Woodbridge,NJ,103194,103639,−0.43%,23.3,60.3,4448,1717,40.56°N 74.29°W
El Cajon,CA,102991,106215,−3.04%,14.5,37.6,7325,2828,32.80°N 116.96°W
Inglewood,CA,102865,107762,−4.54%,9.1,23.6,11842,4572,33.96°N 118.34°W
Burbank,CA,102755,107337,−4.27%,17.3,44.8,6204,2395,34.19°N 118.33°W
Wichita Falls,TX,102691,102316,+0.37%,72.0,186.5,1421,549,33.91°N 98.53°W
Vacaville,CA,102526,102386,+0.14%,29.9,77.4,3424,1322,38.36°N 121.97°W
Carmel,IN,102296,99757,+2.55%,49.1,127.2,2032,785,39.97°N 86.15°W
Palm Coast,FL,102113,89258,+14.40%,95.4,247.1,937,362,29.54°N 81.24°W
Fayetteville,AR,101680,93949,+8.23%,54.1,140.1,1737,671,36.07°N 94.17°W
Quincy,MA,101597,101636,−0.04%,16.6,43.0,6123,2364,42.26°N 71.01°W
San Mateo,CA,101327,105661,−4.10%,12.1,31.3,8732,3371,37.56°N 122.31°W
Chico,CA,101301,101475,−0.17%,34.1,88.3,2976,1149,39.76°N 121.82°W
Lynn,MA,101241,101253,−0.01%,10.7,27.7,9463,3654,42.47°N 70.96°W
Albany,NY,101228,99224,+2.02%,21.4,55.4,4637,1790,42.67°N 73.80°W
Yuma,AZ,100858,95548,+5.56%,120.7,312.6,792,306,32.52°N 114.52°W
New Bedford,MA,100695,101079,−0.38%,20.0,51.8,5054,1951,41.66°N 70.94°W
Suffolk,VA,100659,94324,+6.72%,399.2,1033.9,236,91,36.70°N 76.63°W
Hesperia,CA,100633,99818,+0.82%,72.7,188.3,1373,530,34.40°N 117.32°W
Davenport,IA,100354,101724,−1.35%,63.8,165.2,1594,615,41.56°N 90.60°W
